Primary Key,Program,Community,Services Requested,Client Status,HH Work Compliance Status,Member Work Compliance Status
t1215703H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1215703H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1215703H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1201480H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1201480H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1210424H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1210424H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1226601H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1226601H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1200131M21013,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1200131M21013,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1221502H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1221502H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1221502H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1212372H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1215130H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1216055H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1210424M20388,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1210424M20388,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1205094H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1226228H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1226228H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1226228H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1220708M20900,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1222365H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1222365H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1222365H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1222365H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1222365H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1229538H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1223297H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1223297H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1222082H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1222082H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1210001H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206669M28592,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1206669M28592,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206669M28592,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1201480M21887,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1201480M21887,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1225075H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1201499H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1201969M36289,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1229682H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1209459H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1209459H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1209459H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232440H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232440H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1232446H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232446H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1232446H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232446H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1207835H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1207835H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1225758H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1225758H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1204893H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1214652H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1214652H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1214652H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1214652H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1201084H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1201084H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1201084H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1211194H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1211194H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1203304H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1203304H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1218544H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1218544H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1218544H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1223838H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1215539H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1230051H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1230051H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1208944H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1228792H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1228792H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1206973H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
t1206973H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1208396H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1200131M33143,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1200131M33143,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1222595H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1222595H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1222595H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Enrolled- client active in program,Compliant Period,Compliant
t1232404H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client declined services,Non-Compliant Period,Non-Compliant
t1201121H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Discharged- client completed program,Compliant Period,Compliant
t1201121H,VO-Voucher,Housing Choice Voucher,Good Neighborhood Training,Hold- pending client enrollment,Compliant Period,Compliant
